cor,secao,retranca
s6,Coordenadoria de Saúde,EEHZTDM
s6,Supervisão de Vigilância em Saúde,EEHZUDM
s6,Coordenadoria de Administração e Finanças,EEHZVDM
s6,Supervisão de Administração,EEHZWDM
s6,Supervisão de Gestão de Pessoas,EEHZXDM
s6,Supervisão de Finanças,EEHZYDM
s6,Supervisão de Suprimentos,EEHZZDM
s5,São Miguel Paulista,
s6,GABINETE DO SUBPREFEITO,EEJBADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEJBEDM
s6,Supervisão de Assistência Social,EEJBFDM
s6,Supervisão de Esportes e Lazer,EEJBGDM
s6,Supervisão de Segurança Alimentar,EEJBHDM
s6,Supervisão de Cultura,EEJBIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEJBJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEJBKDM
s6,Supervisão Técnica de Fiscalização,EEJBLDM
s6,Supervisão Técnica de Planejamento Urbano,EEJBMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEJBNDM
s6,Supervisão Técnica de Limpeza Pública,EEJBODM
s6,Supervisão Técnica de Manutenção,EEJBPDM
s6,Coordenadoria de Projetos e Obras Novas,EEJBQDM
s6,Coordenadoria de Educação,EEJBRDM
s6,Supervisão Escolar,EEJBSDM
s6,Coordenadoria de Saúde,EEJBTDM
s6,Supervisão de Vigilância em Saúde,EEJBUDM
s6,Coordenadoria de Administração e Finanças,EEJBVDM
s6,Supervisão de Administração,EEJBWDM
s6,Supervisão de Gestão de Pessoas,EEJBXDM
s6,Supervisão de Finanças,EEJBYDM
s6,Supervisão de Suprimentos,EEJBZDM
s5,Sé,
s6,GABINETE DO SUBPREFEITO,EEJCADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEJCEDM
s6,Supervisão de Assistência Social,EEJCFDM
s6,Supervisão de Esportes e Lazer,EEJCGDM
s6,Supervisão de Segurança Alimentar,EEJCHDM
s6,Supervisão de Cultura,EEJCIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEJCJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEJCKDM
s6,Supervisão Técnica de Fiscalização,EEJCLDM
s6,Supervisão Técnica de Planejamento Urbano,EEJCMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEJCNDM
s6,Supervisão Técnica de Limpeza Pública,EEJCODM
s6,Supervisão Técnica de Manutenção,EEJCPDM
s6,Coordenadoria de Projetos e Obras Novas,EEJCQDM
s6,Coordenadoria de Educação,EEJCRDM
s6,Supervisão Escolar,EEJCSDM
s6,Coordenadoria de Saúde,EEJCTDM
s6,Supervisão de Vigilância em Saúde,EEJCUDM
s6,Coordenadoria de Administração e Finanças,EEJCVDM
s6,Supervisão de Administração,EEJCWDM
s6,Supervisão de Gestão de Pessoas,EEJCXDM
s6,Supervisão de Finanças,EEJCYDM
s6,Supervisão de Suprimentos,EEJCZDM
s5,Capela do Socorro,
s6,GABINETE DO SUBPREFEITO,EEJDADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEJDEDM
s6,Supervisão de Assistência Social,EEJDFDM
s6,Supervisão de Esportes e Lazer,EEJDGDM
s6,Supervisão de Segurança Alimentar,EEJDHDM
s6,Supervisão de Cultura,EEJDIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEJDJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEJDKDM
s6,Supervisão Técnica de Fiscalização,EEJDLDM
s6,Supervisão Técnica de Planejamento Urbano,EEJDMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEJDNDM
s6,Supervisão Técnica de Limpeza Pública,EEJDODM
s6,Supervisão Técnica de Manutenção,EEJDPDM
s6,Coordenadoria de Projetos e Obras Novas,EEJDQDM
s6,Coordenadoria de Educação,EEJDRDM
s6,Supervisão Escolar,EEJDSDM
s6,Coordenadoria de Saúde,EEJDTDM
s6,Supervisão de Vigilância em Saúde,EEJDUDM
s6,Coordenadoria de Administração e Finanças,EEJDVDM
s6,Supervisão de Administração,EEJDWDM
s6,Supervisão de Gestão de Pessoas,EEJDXDM
s6,Supervisão de Finanças,EEJDYDM
s6,Supervisão de Suprimentos,EEJDZDM
s5,Vila Maria - Vila Guilherme,
s6,GABINETE DO SUBPREFEITO,EEJEADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEJEEDM
s6,Supervisão de Assistência Social,EEJEFDM
s6,Supervisão de Esportes e Lazer,EEJEGDM
s6,Supervisão de Segurança Alimentar,EEJEHDM
s6,Supervisão de Cultura,EEJEIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEJEJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEJEKDM
s6,Supervisão Técnica de Fiscalização,EEJELDM
s6,Supervisão Técnica de Planejamento Urbano,EEJEMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEJENDM
s6,Supervisão Técnica de Limpeza Pública,EEJEODM
s6,Supervisão Técnica de Manutenção,EEJEPDM
s6,Coordenadoria de Projetos e Obras Novas,EEJEQDM
s6,Coordenadoria de Educação,EEJERDM
s6,Supervisão Escolar,EEJESDM
s6,Coordenadoria de Saúde,EEJETDM
s6,Supervisão de Vigilância em Saúde,EEJEUDM
s6,Coordenadoria de Administração e Finanças,EEJEVDM
s6,Supervisão de Administração,EEJEWDM
s6,Supervisão de Gestão de Pessoas,EEJEXDM
s6,Supervisão de Finanças,EEJEYDM
s6,Supervisão de Suprimentos,EEJEZDM
s5,Vila Mariana,
s6,GABINETE DO SUBPREFEITO,EEJFADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEJFEDM
s6,Supervisão de Assistência Social,EEJFFDM
s6,Supervisão de Esportes e Lazer,EEJFGDM
s6,Supervisão de Segurança Alimentar,EEJFHDM
s6,Supervisão de Cultura,EEJFIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEJFJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEJFKDM
s6,Supervisão Técnica de Fiscalização,EEJFLDM
s6,Supervisão Técnica de Planejamento Urbano,EEJFMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEJFNDM
s6,Supervisão Técnica de Limpeza Pública,EEJFODM
s6,Supervisão Técnica de Manutenção,EEJFPDM
s6,Coordenadoria de Projetos e Obras Novas,EEJFQDM
s6,Coordenadoria de Educação,EEJFRDM
s6,Supervisão Escolar,EEJFSDM
s6,Coordenadoria de Saúde,EEJFTDM
s6,Supervisão de Vigilância em Saúde,EEJFUDM
s6,Coordenadoria de Administração e Finanças,EEJFVDM
s6,Supervisão de Administração,EEJFWDM
s6,Supervisão de Gestão de Pessoas,EEJFXDM
s6,Supervisão de Finanças,EEJFYDM
s6,Supervisão de Suprimentos,EEJFZDM
s5,Vila Prudente - Sapopemba,
s6,GABINETE DO SUBPREFEITO,EEJGADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEJGEDM
s6,Supervisão de Assistência Social,EEJGFDM
s6,Supervisão de Esportes e Lazer,EEJGGDM
s6,Supervisão de Segurança Alimentar,EEJGHDM
s6,Supervisão de Cultura,EEJGIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEJGJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEJGKDM
s6,Supervisão Técnica de Fiscalização,EEJGLDM
s6,Supervisão Técnica de Planejamento Urbano,EEJGMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEJGNDM
s6,Supervisão Técnica de Limpeza Pública,EEJGODM
s6,Supervisão Técnica de Manutenção,EEJGPDM
s6,Coordenadoria de Projetos e Obras Novas,EEJGQDM
s6,Coordenadoria de Educação,EEJGRDM
s6,Supervisão Escolar,EEJGSDM
s6,Coordenadoria de Saúde,EEJGTDM
s6,Supervisão de Vigilância em Saúde,EEJGUDM
s6,Coordenadoria de Administração e Finanças,EEJGVDM
s6,Supervisão de Administração,EEJGWDM
s6,Supervisão de Gestão de Pessoas,EEJGXDM
s6,Supervisão de Finanças,EEJGYDM
s6,Supervisão de Suprimentos,EEJGZDM
s5,CULTURA,
s6,GABINETE DO SECRETÁRIO,EFAAADM
s6,SEÇÃO DE LICITAÇÕES E CONTRATOS,EFABADM
s6,DEPTO PESSOAL - RECURSOS HUMANOS,EFACADM
s6,COMISSÃO DE AVERIGUAÇÃO E AVALIAÇÃO DE PROJETOS CULTURAIS - CAAPC,EFAEADM
s10,CENTRO CULTURAL SÃO PAULO,EFCAADM
s6,CENTRO CULTURAL - EXPEDIENTE,EFCACDM
s6,CENTRO CULTURAL - CONTABILIDADE,EFCAEDM
s6,CENTRO CULTURAL - DEPTO PESSOAL,EFCAGDM
s10,COMPRESP,EFDAADM
s10,DEPTO DE EXPANSÃO CULTURAL,EFEAADM
s10,COORDENADORIA DO SISTEMA MUNICIPAL DE BIBLIOTECAS,EFFAADM
s10,DEPTO DE PATRIMÔNIO HISTÓRICO,EFGAADM
s10,DEPTO BIBLIOTECA MÁRIO DE ANDRADE,EFHAADM
s10,THEATRO MUNICIPAL,EFIAADM
s10,CENTRO CULTURAL DA JUVENTUDE,EFKAADM
s10,DEPARTAMENTO DO ARQUIVO HISTÓRICO DE SÃO PAULO,EFLAADM
s5,EDUCAÇÃO,
s6,GABINETE DO SECRETÁRIO,EGAAADM
s6,DEPTO PESSOAL,EGABADM
s6,CONTABILIDADE,EGACADM
s6,COMISSÃO DE ACUMULO DE CARGOS - C.A..A.C.,EGADADM
s6,COMISSÃO ESPECIAL DE PAGAMENTO - C.E.P.,EGAEADM
s6,CENTRO DE INFORMÁTICA - C.I.,EGAFADM
s10,COORDENADORIA DOS NÚCLEOS DE AÇÃO EDUCATIVA,EGFAADM
s6,CONAE - DOT GAB  - DIRETORIA TECNICA,EGFBCDM
s6,CONAE - DOT-1,EGFBEDM
s6,CONAE - DOT-2,EGFBGDM
s6,CONAE - DOT-3,EGFBIDM
s6,CONAE - 2 - GABINETE DO SECRETÁRIO,EGFDADM
s6,CONAE - 2 - DIVISÃO ADM.001INISTRATIVA,EGFDEDM
s6,CONAE - 2 - READAPTAÇÃO FUNCIONAL,EGFDIDM
s6,CONAE - 2 - COMISSÃO DE CURSOS E TITULOS,EGFDODM
s6,CONAE - 2 - SETOR DE QUADROS,EGFDUDM
s6,CONAE - 2 - SETOR DE POSSE,EGFDVDM
s6,CONAE - 1  DIVISÃO ADMINSTRATIVA,EGFFADM
s6,CONAE - 13  DEPARTAMENTO PESSOAL,EGFFCDM
s6,CONAE - 14  COMPRAS,EGFFEDM
s6,CONAE - 15   MATERIAL E CADASTRO,EGFFGDM
s6,CONAE - 151  LICITAÇÃO,EGFFIDM
s6,CONAE - 21 EXPEDIENTE/PUBLICAÇÃO,EGFHADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO IPIRANGA,EGIAADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE JAÇANÃ / TREMEMBÉ,EGIBADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE FREGUESIA / BRASILÂNDIA,EGICADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE PIRITUBA,EGIDADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE CAMPO LIMPO,EGIEADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SANTO AMARO,EGIFADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DA PENHA,EGIGADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE CAPELA DO SOCORRO,EGIHADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE ITAQUERA,EGIIADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MIGUEL,EGIJADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE GUAIANASES,EGILADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO BUTANTÃ,EGIMADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MATEUS,EGINADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO IPIRANGA,EGJAADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE JAÇANÃ / TREMEMBÉ,EGJBADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE FREGUESIA / BRASILÂNDIA,EGJCADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE PIRITUBA,EGJDADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE CAMPO LIMPO,EGJEADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SANTO AMARO,EGJFADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DA PENHA,EGJGADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE CAPELA DO SOCORRO,EGJHADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE ITAQUERA,EGJIADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MIGUEL,EGJJADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE GUAIANASES,EGJLADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO BUTANTÃ,EGJMADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MATEUS,EGJNADM
s5,"ESPORTES, LAZER E RECREAÇÃO",
s6,GABINETE DO SECRETÁRIO,EHAAADM
s6,ASSESSORIA JURIDICA,EHAABDM
s6,RECURSOS HUMANOS,EHAACDM
s6,NÚCLEO DE SUPORTE TÉCNICO,EHAADDM
s10,COORDENADORIA DE GESTÃO DAS POLÍTICAS E PROGRAMAS DE ESPORTE E LAZER,EHABADM
s6,COORDENADORIA DE GESTÃO DAS POLÍTICAS E PROGRAMAS DE ESPORTE E LAZER,EHACADM
s10,COORDENADORIA DE GESTÃO ESTRATÉGICA DOS EQUIPAMENTOS,EHADADM
s10,COORDENADORIA DE GESTÃO DO ESPORTE DE ALTO RENDIMENTO,EHAEADM
s10,ESTÁDIO DO PACAEMBU,EHAFADM
s10,AUTÓDROMO DE INTERLAGOS,EHAGADM
s5,ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,
s6,GABINETE DO SECRETÁRIO,EIAAADM
s6,ASSESSORIA JURÍDICA,EIABADM
s10,COORDENADORIA DE GESTÃO ADMINISTRATIVA,EIBAADM
s6,COORDENADORIA DE GESTÃO ADMINISTRATIVA,EIBDADM
s6,SUPERVISÃO TÉCNICA DE SUPRIMENTOS,EIBGADM
s6,SUPERVISÃO TÉCNICA DE SUPRIMENTOS,EIBGCDM
s6,CONVÊNIOS,EIBGEDM
s6,COMPRAS,EIBGGDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,EIBJADM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,EIBJCDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,EIBJEDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,EIBJHDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,EIBJLDM
s10,COORDENADORIA DE GESTÃO DE PESSOAS,EICAADM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,EICADDM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,EICAFDM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,EICAHDM
s10,SUPERVISÃO GERAL DE PLANEJAMENTO E CONTROLE,EIDAADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL SUDESTE,EIEBADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL LESTE,EIECADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL CENTRO-OESTE,EIEDADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL SUL,EIEEADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL NORTE,EIEFADM
s5,FINANÇAS E DESENVOLVIMENTO ECONÔMICO,
s6,GABINETE DO SECRETÁRIO,EJAAADM
s6,CHEFE DE GABINETE DO SECRETÁRIO,EJABADM
s6,ASSESSORIA  CONTROLE  DA DIVÍDA PÚBLICA  (A.C.D.P),EJADADM
s6,ASSESSORIA ECONÔMICA  (A.E),EJAEADM
s6,ASSESSORIA GERAL DO  ORÇAMENTO  (A.G.O),EJAFADM
s6,ASSESSORIA  JURÍDICA  (A.J),EJAGADM
s6,ASSESSORIA  PROJETOS  ESPECIAIS  (A.P.E),EJAHADM
s6,ASSESSORIA PROJETOS ESPECIAIS  ( OUVIDORIA),EJAHBDM
s6,ASSESSORIA PROJETOS ESPECIAIS   (IMPRENSA),EJAHCDM
s6,ASSESSORIA   SISTEMAS E  MÉTODOS  (A.S.M),EJAIADM
s6,SUPERVISÃO GERAL ADMINISTRAÇÃO  FINANCEIRA  (SGAF),EJAJADM
s6,ATIVIDADES  COMPLEMENTARES,EJALADM
s6,DIVISÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA,EJAMADM
s10,CONSELHO MUNICIPAL DE TRIBUTOS,EJAWADM
s10,COORDENADORIA DO PMAT,EJBAADM
s10,AUDITORIA GERAL,EJCAADM
s10,SUBSECRETARIA DA RECEITA MUNICIPAL,EJGAADM
s6,DIVISÃO DE MAPA DE VALORES - DIMAP,EJGBADM
s6,SUBDIVISÃO DE PESQUISA E ANÁLISE DE VALORES IMOBILIÁRIOS,EJGBBDM
s6,SUBDIVISÃO DE CARTOGRAFIA FISCAL,EJGBCDM
s6,SUBDIVISÃO DE CADASTRO DE LOGRADOUROS,EJGBDDM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS - DICIM,EJGCADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-NORTE-OESTE,EJGCBDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-NORTE-OESTE,EJGCCDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-NORTE-OESTE,EJGCDDM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS,EJGDADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-SUL,EJGDBDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-SUL,EJGDCDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-SUL,EJGDDDM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS,EJGEADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-LESTE,EJGEBDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-LESTE,EJGECDM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - CENTRO-LESTE,EJGEDDM
s6,"DIVISÃO DE LANÇAMENTO, COBRANÇA E PARCELAMENTO - DICOP",EJGFADM
s6,DIVISÃO DO CADASTRO DE IMÓVEIS,EJGFBDM
s6,SUBDIVISÃO DE LANÇAMENTO,EJGFCDM
s6,SUBDIVISÃO DE LANÇAMENTO,EJGFDDM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,EJGGADM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,EJGGBDM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,EJGGFDM
s6,"DIVISÃO DE IMUNIDADES, ISENÇÕES, INCENTIVOS FISCAIS E REGIMES ESPECIAIS - DIESP",EJGHADM
s6,SUBDIVISÃO DE IMUNIDADES - SUBIM,EJGHBDM
s6,SUBDIVISÃO DE ISENÇÕES E INCENTIVOS FISCAIS - SUBIS,EJGHCDM
s6,SUBDIVISÃO DE TRIBUTAÇÃO DA TRANSMISSÃO DE BENS IMÓVEIS - SUBIT,EJGHDDM
s6,DEPARTAMENTO DE ARRECADAÇÃO E COBRANÇA - DECAR,EJGIADM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - DEFIS,EJIAADM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - DEFIS,EJIABDM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - DEFIS,EJIACDM
s6,DEPARTAMENTO DE FISCALIZAÇÃO - GABINETE DO SECRETÁRIO,EJIBADM
s6,SUBDIVISÃO DO CADASTRO DE IMÓVEIS - HABITE-SE,EJIBBDM
s6,DIVISÃO DO SETOR DE SERVIÇOS - DISER,EJIBCDM
s6,DIVISÃO DO SETOR FINANCEIRO - DIFIN,EJIBDDM
s6,DIVISÃO DO CADASTRO DE PESSOAS - DICAP,EJICADM
s6,DIVISÃO DE JULGAMENTO - DIJUL,EJICBDM
s6,DIVISÃO DE JULGAMENTO - DIJUL,EJICCDM
s6,DIVISÃO DE JULGAMENTO - DIJUL,EJICDDM
s6,SUBDIVISÃO DE CANCELAMENTO,EJICEDM
s6,SUBDIVISÃO DE COBRANÇA E PARCELAMENTO,EJICFDM
s6,DIVISÃO DO SETOR DE SERVIÇOS - DISER,EJIDADM
s6,DIVISÃO DE DECLARAÇÕES FISCAIS - DIDEF,EJIDBDM
s6,DIVISÃO DO SETOR DE SERVIÇOS - DISER,EJIDCDM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,EJIEADM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,EJIEBDM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,EJIECDM
s6,DIVISÃO DO SETOR DE COMÉRCIO E INDÚSTRIA - DICIN,EJIEDDM
s6,DIVISAO DE FISCALIZAÇÃO DO SETOR DE SERVIÇOS – DISER,EJIFADM
s6,DIVISÃO DE FISCALIZAÇÃO DO SETOR DE SERVIÇOS- DISER,EJIFBDM
s6,DIVISÃO DE JULGAMENTO,EJIFCDM
s6,DIVISÃO DO SETOR DE SERVIÇOS,EJIFDDM
s6,DIVISÃO DE LANÇAMENTO COBRANÇA E PARCELAMENTO – DICOP.,EJIGADM
s6,"DIVISÃO DE IMUNIDADES, ISENÇÕES, INCENTIVOS FISCAIS E REGIMES ESPECIAIS",EJIGBDM
s6,SUBDIVISÃO DE COBRANÇA E PARCELAMENTO,EJIGCDM
s6,"DIVISÃO DE PROGRAMAÇÃO, CONTROLE E AVALIAÇÃO - DIPRO",EJIHADM
s6,"DIVISÃO DE PROGRAMAÇÃO, CONTROLE E AVALIAÇÃO - DIPRO",EJIHBDM
s6,"DIVISÃO DE PROGRAMAÇÃO, CONTROLE E AVALIAÇÃO - DIPRO",EJIHCDM
s6,DEPARTAMENTO DE TRIBUTAÇÃO E JULGAMENTO - DEJUG,EJIIADM
s6,"DIVISÃO DE LEGISLAÇÃO, NORMAS E CONSULTAS - DILEG",EJIIBDM
s6,DIVISÃO DE ACOMPANHAMENTO DO CONTECIOSO ADMINISTRATIVO E JUDICIAL - DICAJ,EJIICDM
s10,SUBSECRETARIA DO TESOURO MUNICIPAL,EJLAADM
s6,DIVISÃO TÉCNICA DE PROGRAMAÇÃO FINANCEIRA - DIPRF,EJLACDM
s6,DIVISÃO TÉCNICA DE PROGRAMAÇÃO FINANCEIRA - DIPRF,EJLAEDM
s6,DEPTO DE CONTADORIA - DECON,EJMAADM
s12,HABITAÇÃO,
s13,GABINETE DO SECRETÁRIO,EKAAADM
s13,SEHAB - CPA,EKAABDM
s13,GABINETE DO SECRETÁRIO ADJUNTO,EKAACDM
s13,ASSESSORIA TÉCNICA E JURÍDICA,EKABADM
s13,SEHAB-PROCENTRO,EKACDDM
s13,SGAF - SUPERVISÃO DE ADMINISTRAÇÃO,EKAFADM
s13,SGAF - GABINETE DO SUPERVISOR,EKAFBDM
s13,SGAF - SUPERVISÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA,EKAGADM
s11,COORDENADORIA DE REGULARIZAÇÃO FUNDIÁRIA – CRF-G,EKFAADM
s17,ASSESSORIA JURÍDICA – CRFG-AJ,EKFBADM
s17,ASSESSORIA ADM/FINANCEIRA – CRF-G-AF,EKFCADM
s17,ASSESSORIA DE CADASTRO E INFORMAÇÕES – CRF-G- ASSES. CADASTRO,EKFDADM
s17,DEPARTAMENTO DE REGULARIZAÇÃO FUNDIÁRIA – DTR-G,EKFEADM
s17,DIVISÃO TÉCNICA DE ÁREAS PARTICULARES – DTR-1,EKFFADM
s17,DIVISÃO TÉCNICA DE MANANCIAS – DTR-2,EKFGADM
s17,DIVISÃO TÉCNICA DE ÁREAS PÚBLICAS – DTR-3,EKFHADM
s17,DIVISÃO TÉCNICA DE ASSIST. GRATUÍTA – DTR-4,EKFIADM
s19,"COORDENADORIA DE GESTÃO DE PROGRAMAS, PROJETOS E OBRAS",EKGAADM
s13,DEPARTAMENTO DE PROJETOS E OBRAS,EKGBADM
s13,SUPERVISÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA,EKGCADM
s20,COORDENADORIA DE GESTÃO DO ATENDIMENTO SOCIAL - CAS,EKHAADM
s10,CONSELHO MUNICIPAL DE HABITAÇÃO,EKIAADM
s5,LICENCIAMENTO,
s6,GABINETE DO SECRETÁRIA,EKLAADM
s6,COORDENADORIA DE EDIFICAÇÃO DE USO RESIDENCIAL,EKLBADM
s6,COORDENADORIA DE EDIFICAÇÃO DE SERVIÇOS E USO INSTITUCIONAL,EKLCADM
s6,COORDENADORIA DE EDIFICAÇÃO DE USO COMERCIAL E INDUSTRIAL,EKLDADM
s6,COORDENADORIA DE PARCELAMENTO DO SOLO E DE HABITAÇÃO DE INTERESSE SOCIAL,EKLEADM
s6,COORDENADORIA DE ATIVIDADE ESPECIAL E SEGURANÇA DE USO,EKLFADM
s6,SUPERVISÃO GERAL DE INFORMAÇÃO,EKLGADM
s6,SUPERVISÃO GERAL DE ADMINISTRAÇÃO E FINANÇAS ,EKLHADM
s5,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,
s6,GABINETE DO SUPERINTENDENTE,ELAAADM
s6,EXPEDIENTE,ELACADM
s6,ESCOLA DE ENFERMAGEM,ELAEADM
s6,COMISSÃO DE ENSINO,ELAGADM
s6,COMISSÃO DE JULGAMENTO DE LICITAÇÃO,ELAIADM
s6,DIVISÃO ADMINISTRATIVAO,ELBAADM
s6, COMPRAS,ELBCADM
s6, RECURSOS HUMANOS,ELBEADM
s6,GESTÃO DE TALENTOS,ELBECDM
s6, CONTABILIDADE,ELBGADM
s6,GERÊNCIA DE SUPRIMENTOS,ELBHADM
s6,GERÊNCIA TÉCNICA DE APOIO TERAPEUTICO,ELBIADM
s5,INSTITUTO DE PREVIDÊNCIA MUNICIPAL,
s6,GABINETE DO SUPERINTENDENTE,EMAAADM
s6,JURIDICO,EMBAADM
s6,BENEFICIOS,EMCAADM
s6,DIVISÃO DE ASSUNTOS INTERNOS,EMDAADM
s6, LICITAÇÃO,EMEAADM
s6,DIVISÃO DE FINANÇAS E CONTABILIDADE,EMFAADM
s5,NEGÓCIOS JURÍDICOS,
s6,GABINETE DO SECRETÁRIO,ENAAADM
s6,DIVISÃO TÉCNICA DE ADMINISTRAÇÃO DE PESSOAL,ENABADM
s6,SEÇÃO TÉCNICA DE ADMINISTRAÇÃO DE PESSOAL,ENACADM
s6,DIVISÃO TÉCNICA DE CONTABILIDADE,ENADADM
s10,CONSELHO MUN. DE ACIDENTES COM VIATURAS MUNICIPAIS - COMUV,ENBAADM
s10,PROCURADORIA GERAL DO MUNICÍPIO - PGM,ENDAADM
s6,CHEFE DE GABINETE DO SECRETÁRIO,ENDABDM
s6,ASSESSORIA JURÍDICA,ENDACDM
s6,DIVISÃO ADMINISTRATIVA,ENDADDM
s6,CONTABILIDADE,ENDAEDM
s6,DEPTO PESSOAL,ENDAFDM
s10,CENTRO DE ESTUDOS JURÍDICOS,ENDBADM
s10,COMISSÃO PERMANENTE AVALIAÇÃO DE CONCESSÃO CERTIFICADOS CONCLUSÃO,ENDCADM
